1000,0.1436030529
1001,0.1438056827
1002,0.1436245165
1003,0.1437999125
1004,0.1436449073
1005,0.143792797
1006,0.1436640506
1007,0.1437843192
1008,0.1436822619
1009,0.1437745696
1010,0.1436994688
1011,0.1437635563
1012,0.1437154513
1013,0.1437513434
1014,0.1437300498
1015,0.1437377662
1016,0.1437433568
1017,0.1437228378
1018,0.1437555745
1019,0.1437067086
1020,0.1437664688
1021,0.1436892366
1022,0.1437762356
1023,0.1436704535
1024,0.1437849301
1025,0.1436502974
1026,0.1437925744
1027,0.1436288156
1028,0.1437988894
1029,0.1436060151
1030,0.1438038974
1031,0.1435819177
1032,0.1438076476
1033,0.1435565801
1034,0.1438102057
1035,0.1435299653
1036,0.1438116542
1037,0.1435392678
1038,0.1438118338
1039,0.1435595138
1040,0.1438106604
1041,0.143580823
1042,0.1438082156
1043,0.1436011158
1044,0.1438045154
1045,0.1436215935
1046,0.1437995975
1047,0.1436411732
1048,0.1437934371
1049,0.1436595563
1050,0.1437859925
1051,0.1436769909
1052,0.1437774395
1053,0.1436936658
1054,0.1437677508
1055,0.1437091574
1056,0.1437568855
1057,0.1437234163
1058,0.1437447374
1059,0.1437365457
1060,0.1437314878
1061,0.1437485774
1062,0.1437170364
1063,0.1437594299
1064,0.1437013768
1065,0.1437692854
1066,0.1436844541
1067,0.143778054
1068,0.1436663181
1069,0.143785935
1070,0.1436469297
1071,0.1437926101
1072,0.1436263484
1073,0.1437980566
1074,0.1436045999
1075,0.1438023797
1076,0.1435817031
1077,0.1438056322
1078,0.143557708
1079,0.1438078467
1080,0.1435369975
1081,0.1438088345
1082,0.1435518429
1083,0.1438086335
1084,0.1435711332
1085,0.1438072589
1086,0.1435908755
1087,0.1438047294
1088,0.1436100312
1089,0.1438011086
1090,0.1436292633
1091,0.1437962682
1092,0.1436474599
1093,0.1437902824
1094,0.1436646798
1095,0.1437833203
1096,0.1436809754
1097,0.1437752482
1098,0.1436965408
1099,0.1437660674
