16000,0.1437415348
16004,0.1437417303
16008,0.1437419064
16012,0.1437420627
16016,0.1437421985
16020,0.1437423138
16024,0.1437424094
16028,0.1437424864
16032,0.1437425427
16036,0.1437425792
16040,0.1437425956
16044,0.143742591
16048,0.1437425652
16052,0.1437425196
16056,0.1437424542
16060,0.1437423691
16064,0.1437422663
16068,0.1437421443
16072,0.1437420021
16076,0.1437418403
16080,0.1437416588
16084,0.1437414578
16088,0.1437412362
16092,0.1437409945
16096,0.1437407328
16100,0.1437404504
16104,0.143740148
16108,0.1437398257
16112,0.1437394837
16116,0.1437391211
16120,0.1437387386
16124,0.1437383371
16128,0.1437379165
16132,0.1437374752
16136,0.1437370136
16140,0.1437365317
16144,0.1437360296
16148,0.1437355081
16152,0.1437349664
16156,0.1437344042
16160,0.1437338225
16164,0.143733221
16168,0.1437325992
16172,0.1437319579
16176,0.1437312961
16180,0.1437306142
16184,0.143729912
16188,0.1437291894
16192,0.1437284471
16196,0.1437276855
