4000,1.99044356,1.881067292
4001,1.99064272,1.881361616
4002,1.990443592,1.881067369
4003,1.990642653,1.881361545
4004,1.990443625,1.881067445
4005,1.990642586,1.881361475
4006,1.990443657,1.881067521
4007,1.990642518,1.881361404
4008,1.990443689,1.881067597
4009,1.990642451,1.881361333
4010,1.99044372,1.881067673
4011,1.990642383,1.881361263
4012,1.990443752,1.881067749
4013,1.990642317,1.881361192
4014,1.990443784,1.881067824
4015,1.99064225,1.881361122
4016,1.990443816,1.8810679
4017,1.990642183,1.881361052
4018,1.990443848,1.881067976
4019,1.990642116,1.881360981
4020,1.990443879,1.881068051
4021,1.990642049,1.881360911
4022,1.990443912,1.881068127
4023,1.990641983,1.881360841
4024,1.990443945,1.881068202
4025,1.990641918,1.881360771
4026,1.990443978,1.881068278
4027,1.990641853,1.881360701
4028,1.99044401,1.881068353
4029,1.990641786,1.881360631
4030,1.990444042,1.881068428
4031,1.990641721,1.881360561
4032,1.990444075,1.881068503
4033,1.990641655,1.881360492
4034,1.990444107,1.881068578
4035,1.99064159,1.881360422
4036,1.99044414,1.881068653
4037,1.990641524,1.881360352
4038,1.990444172,1.881068728
4039,1.990641459,1.881360283
4040,1.990444205,1.881068803
4041,1.990641395,1.881360213
4042,1.990444239,1.881068878
4043,1.990641331,1.881360144
4044,1.990444273,1.881068952
4045,1.990641267,1.881360074
4046,1.990444306,1.881069027
4047,1.990641202,1.881360005
4048,1.990444338,1.881069101
4049,1.990641137,1.881359936
4050,1.99044437,1.881069176
4051,1.990641071,1.881359867
4052,1.990444401,1.88106925
4053,1.990641006,1.881359798
4054,1.990444432,1.881069325
4055,1.990640941,1.881359729
4056,1.990444465,1.881069399
4057,1.990640876,1.88135966
4058,1.990444496,1.881069473
4059,1.990640811,1.881359591
4060,1.990444529,1.881069547
4061,1.990640747,1.881359522
4062,1.990444561,1.881069621
4063,1.990640682,1.881359453
4064,1.990444592,1.881069695
4065,1.990640617,1.881359385
4066,1.990444624,1.881069769
4067,1.990640551,1.881359316
4068,1.990444654,1.881069843
4069,1.990640486,1.881359247
4070,1.990444686,1.881069916
4071,1.990640422,1.881359179
4072,1.990444717,1.88106999
4073,1.990640357,1.88135911
4074,1.990444749,1.881070064
4075,1.990640293,1.881359042
4076,1.990444781,1.881070137
4077,1.990640229,1.881358974
4078,1.990444812,1.881070211
4079,1.990640164,1.881358906
4080,1.990444844,1.881070284
